"id","name","title","org","checksum"
"1558","datasets/gov/rc/ar/erdvtaskupasikeitimai","Adresų taškų erdvinių duomenų pasikeitimų sąrašas per mėnesį","Valstybės įmonė Registrų centras","18a456cf00282c8956395587577aaef8eaa4442abd18cc5f4b44050da0a8d58d"
"1309","datasets/gov/lsd/covid19","COVID-19 laboratorijų rezultatai pagal EVRK","Valstybės duomenų agentūra","d7daa1f78cba5fb51e3324d2a55a7fb9969a2b9f3da90867573c71e1ab8c085f"
"1310","datasets/gov/lsd/covid19","COVID-19 tyrimai padieniui pagal laboratorijas","Valstybės duomenų agentūra","676046fc1b6eb09a7915cc278d6ca38a91deb3f648912897e5e26f68861cad3b"
"1319","datasets/gov/lsd/covid19","COVID-19 statistika (švieslentės)","Valstybės duomenų agentūra","9dd2a727f3cabd011b61789ae2f92fac976bfaa4eaea8eed434ea30f6c0f70d8"
"1320","datasets/gov/lsd/covid19","COVID-19 agreguoti atvejai ir mirtys","Valstybės duomenų agentūra","ea037ddd5a84288da97b595ebb7f837acdc9e2257a9c1b4e658c9a531ab079ee"
"1379","datasets/gov/lsd/covid19","COVID-19 ligoninių duomenys","Valstybės duomenų agentūra","0919be43fe0748dfd2d82f6cc30f226a8e717cb959728fb8e78b2e7501387af2"
"1384","datasets/gov/vlk/drg","DRG sąrašas","Valstybinė ligonių kasa prie Sveikatos apsaugos ministerijos","9c3eceaf0a34fcc90d1a98741359162799e62e4d173d933c2e8c4e1696757fed"
"1386","datasets/gov/vlk/vlk_istg","Gydymo įstaigų, vaistinių ir kitų įmonių sąrašas","Valstybinė ligonių kasa prie Sveikatos apsaugos ministerijos","bb8aceefdf95d447791fbbc6a6e672bef6ec76e22de3dd1ac8f46857e656bb6c"
"1630","datasets/gov/lsd/namu_ukio_biudzetas","Namų ūkių biudžeto statistinio tyrimo duomenys","Valstybės duomenų agentūra","0ee0307c1cf6b06a041602c3aea56619aa759d5deddaf99a2b7d57e5f22d7714"
"1636","datasets/gov/lst/standards","Lietuvos standartų ir standartizacijos leidinių bibliografinių duomenų bazė","Lietuvos standartizacijos departamentas","b0f940c0bb48578956392607b13d10c4a2535cf3f1291c272d48a35573d026b5"
"1243","datasets/example/csv","Lietuvos bibliotekos 2021","Lietuvos nacionalinė Martyno Mažvydo biblioteka","3ff409988d5a6b30a2fdab1a09645a62bda9c4da9938a145afa3557a02bed159"
"1244","datasets/example/csv","Lietuvos bibliotekų statistika 2021","Lietuvos nacionalinė Martyno Mažvydo biblioteka","26b216a3f90ee07468c8c9331cbba29b6703bacf807d1409c2abaecca18b48dc"
"1718","datasets/gov/muitine/prekiu_kodai","5. Prekių nomenklatūros prekių kodų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","fc55aaa28541a9993906f6539150658e389624fb1b79d0d4452fd49c95fc6f5b"
"1776","datasets/gov/vsdfv/ds","TESTINIS rinkinys API testavimui","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","07e2756e617afebd72a56eaca62cd7df57095ad55558066795e2f614c0c423b3"
"1183","datasets/gov/vmi/gyventoju_islaidos","Gyventojų patirtos išlaidos","Valstybinė mokesčių inspekcija prie Finansų ministerijos","c03d5e4e70edc7967c2ec8bd340864da58c334ff184379bc00cd09b2ca7ab71b"
"1531","datasets/gov/eimin/covidparama","Subsidijos nukentėjusiems nuo COVID-19","Lietuvos Respublikos ekonomikos ir inovacijų ministerija","8aba5faa5dc187aa40dbf8cd5c27ce66745fa846626d4075003401ae5293514e"
"1181","datasets/gov/vmi/gyventoju_pajamos","Gyventojų pajamos","Valstybinė mokesčių inspekcija prie Finansų ministerijos","009b89428f543d24e474e5ca55b671b810ed5a5228ef3669491317254537d040"
"1182","datasets/gov/vmi/gpm","Gyventojų pajamų mokestis","Valstybinė mokesčių inspekcija prie Finansų ministerijos","cf22148ddbfdbd1f1497068a03ab4751e6c1bd283b681a97a6803794e050baff"
"1831","datasets/gov/lzukt/ikmis/iverciai","Paskutinių augalų kenksmingų organizmų plitimo žalingumo įverčiai","VŠĮ Lietuvos žemės ūkio konsultavimo tarnyba","538a4c926236f7a3547b1e9d37f4653be466c39c12db27860e61fa8f028dae4c"
"1832","datasets/gov/lzukt/ikmis/ligos","Augalų ligų katalogas","VŠĮ Lietuvos žemės ūkio konsultavimo tarnyba","7b9de50aa088f0f5fcf8b48ce32c0aaf8527de1d9dfa881a1bb5463f907d0511"
"1833","datasets/gov/lzukt/ikmis/kenkejai","Augalų kenkėjų katalogas","VŠĮ Lietuvos žemės ūkio konsultavimo tarnyba","d043f94e2cd1a65cccc7d65539e9991f7a3cddc674c40bfa273de664f2dac09e"
"1385","datasets/gov/vlk/paslaugos","Asmens sveikatos priežiūros paslaugų sąrašas","Valstybinė ligonių kasa prie Sveikatos apsaugos ministerijos","9017faf766e8ce95ddd490a2979b63654d86b5ee18aae5d648311d746d63bda9"
"584","datasets/gov/lhmt/klimatologija","Meteorologijos stočių duomenys","Lietuvos hidrometeorologijos tarnyba prie Aplinkos ministerijos","52e99b0767978c0ac2d8b81a7ac54a66da83e868224265628057be13350e7b76"
"1446","datasets/gov/mita/horizon","Duomenys apie Lietuvos pareiškėjų finansuotas paraiškas ES mokslinių tyrimų ir inovacijų programoje ""Horizon 2020""","Mokslo, inovacijų ir technologijų agentūra","55c6d7ccfe1da7d88bbe151536d978bc93e267c9a6cf618b7e9d109f50728e01"
"1906","datasets/gov/lhmt/klimatologija","Informacija apie meteorologijos stotis","Lietuvos hidrometeorologijos tarnyba prie Aplinkos ministerijos","8fad888edbb64e8c46b407b41cde7affcfe0f8dc2e51ea3d36f5acee898b21d1"
"594","datasets/gov/lhmt/hidrologija","Informacija apie vandens matavimo stotis","Lietuvos hidrometeorologijos tarnyba prie Aplinkos ministerijos","ee9178bd871c9dea11228c5237978c1203f79ae3c2fb16a4ae3da9c7c139e0d8"
"1908","datasets/gov/eimin/apklausadelsvs","Apklausos dėl smulkiojo verslininko sąskaitos duomenys","Lietuvos Respublikos ekonomikos ir inovacijų ministerija","ae99a637b0cc84feb7e0de7e1dc0c85313c10e8d59c75dc2191645acd2bd703e"
"1223","datasets/gov/ivpk/adp/catalog","Atvirų duomenų katalogo duomenys","Informacinės visuomenės plėtros komitetas","a1eaceb6ac3e1d778f6cb699b3be1165dae1214f32ae2dac4f3aea99af9e5d50"
"1914","datasets/gov/lsd/ukio_subjektai","Veikiančių ūkio subjektų duomenys","Valstybės duomenų agentūra","433739c96668256c0a399719a75a732ed16c85991e2295c510cb6c8e0dd740bb"
"1334","datasets/gov/avnt/tyciniai_bankrotai","Duomenys apie tyčinius bankrotus","Audito, apskaitos, turto vertinimo ir nemokumo valdymo tarnyba prie Lietuvos Respublikos finansų ministerijos","f2ad37351f3c5a57edf79194d9da8b50b4254e4daac215db51358dec88ac9e05"
"1940","datasets/gov/kaunas/oras","Oro kokybė Kauno mieste","Kauno miesto savivaldybės administracija","69262bb3933e4453d196aa060f64952a65a15e7e16fcd50e05cf6d8c2a47453c"
"1957","datasets/gov/lsd/cl/institucijos","Institucijos, ekonominės veiklos rūšys, sektoriai","Valstybės duomenų agentūra","a20470b13b1b8a60f6c9d4b6dc821f941d0279c668b8124f9a18aac26c481249"
"1948","datasets/gov/kaunas/oras","Oro kokybė Kauno mieste","Kauno miesto savivaldybės administracija","a8bd3bcb284c914de9d3335e8194b9ade9a3cc277eb9a507291307871e497eee"
"1928","datasets/gov/lsd/sektoriai","Institucinių sektorių ir subsektorių klasifikatorius (ESA/2010)","Valstybės duomenų agentūra","3da269633956ab3524d9cf5d79e22577f9d5b5db91f5e5f9b9869a65a6e72768"
"1620","datasets/gov/lsd/darbo_uzmokestis","Darbo užmokesčio struktūros statistinio tyrimo duomenys","Valstybės duomenų agentūra","06d05422e1711ee0ae3a21897223f94e43ef06f0c53daef483a2b099204ba73b"
"1719","datasets/gov/muitine/matavimo_vienetai","Matavimo vienetų, naudojamų deklaruojant prekes Lietuvos Respublikos muitinei, sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","432c054d5ce40d0f6653f18ba374a8dcad0ee44fe805fa31d0f8e04266162f24"
"1720","datasets/gov/muitine/matavimo_vienetu_patikslintojai","Matavimo vienetų, naudojamų deklaruojant prekes Lietuvos muitinei, patikslintojų kodų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","80f221253d3fc6d9971f8f45e48a200c04ec00963a9a3adcae48593ba9b49a0f"
"1715","datasets/gov/muitine/muitines_funkcijos","Muitinės įstaigų atliekamų funkcijų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","fef677c757f5d5ca04e6a81cbc2b9968df196492e3f72b5eadb4f7a1db0c02f3"
"1714","datasets/gov/muitine/muitines_istaigos","Muitinės įstaigų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","95841c0a71f9abe35b1bad1a9cb341ab96c024246374748fea141646638135ee"
"1722","datasets/gov/muitine/valiutu_kursai","Muitinėje naudojamų valiutų kursų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","7fcef8827c513707c3748d1691ad3d6c22a42588ed573e141a176681fee4d6ef"
"1723","datasets/gov/muitine/valiutu_sarasas","Valiutų, naudojamų deklaruojant prekes Lietuvos muitinei, sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","9bc05783db1e8a4c92927daadd357d1cf7df0617fe12faaa4964f29997f2f810"
"1717","datasets/gov/muitine/sandeliu_tipai","Sandėlių tipų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","258e12c5fe9e3d025f6d7c5a1d1ed1a43ae0d49b81d2c7db1f4c76ecf3c04bd9"
"1770","datasets/gov/muitine/prekiu_kodai","Prekių nomenklatūros prekių kodų sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","ce5415a44c6255243219aea3532e2d63fa6813df8ab7ea612a989304afbafb1d"
"1721","datasets/gov/muitine/prekes_kodu_matavimo_vnt_ir_ju_patikslintoju_sarysis","Prekės kodų, matavimo vienetų ir jų patikslintojų kodų sąryšio sąrašas","Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos","b1270d761f5f018b418a2000cdb1038d54a347b3c5ccf133f8f4093d1cce595c"
"785","datasets/gov/LB/isores_sektoriaus_statistika","Išorės sektoriaus statistika","Lietuvos bankas","a63414c43d049b9679164ff49cb5e60f7280fb01471cf1bfaad8f858a42abfc7"
"1974","datasets/gov/LB/isores_sektoriaus_statistika","Išorės sektoriaus statistika","Lietuvos bankas","a63414c43d049b9679164ff49cb5e60f7280fb01471cf1bfaad8f858a42abfc7"
"1301","datasets/gov/giscentras/nomenklatura","Žemėlapių nomenklatūrinių lapų tinkleliai","VĮ Žemės ūkio duomenų centras","108c434eaf53e508aeb171f6e7a606645d1b24f9899bddad9f95a6d1675c2b14"
"835","datasets/gov/LB/mokejimu_statistika","Mokėjimų statistika","Lietuvos bankas","c6ca0d825134977848ca52e4133c7cc5e91454fcfdd617dc2c2c3741e7fd32a7"
"902","datasets/gov/LB/pinigu_finansu_istaigu_balanso_ir_pinigu_statistika","Pinigų finansų įstaigų balanso ir pinigų statistika","Lietuvos bankas","d9728d4d9aa65175eafeb8f8dd466c200606b85c7cd6cd1f54efe83ff27a7f12"
"904","datasets/gov/LB/pinigu_finansu_istaigu_paskolu_ir_indeliu_palukanu_normos","Pinigų finansų įstaigų paskolų ir indėlių palūkanų normų statistika","Lietuvos bankas","20ff9b5000fedf0169ef7b8173acae3fc7dfb8b6ad4d92d6a8b38fd944c30450"
"1968","datasets/gov/LB/investiciniu_fondu_balanso_statistika","Investicinių fondų balanso statistika","Lietuvos bankas","e238a6d572867750d28275b4492cdd97fc81f70b09954a3dede77a5010bbbc6a"
"1971","datasets/gov/LB/draudimo_bendroviu_balanso_statistika","Draudimo bendrovių balanso statistika","Lietuvos bankas","2501b3d1519ed926366059fe8e0a8cfb67b4a109a2a2a05feb5f30c728e8667a"
"1972","datasets/gov/LB/pensiju_fondu_balanso_statistika","Pensijų fondų balanso statistika","Lietuvos bankas","803461131570e63966ff8e5af64baa523cf1d9c8af4dec9bbab2bbf44cbf009d"
"1663","datasets/gov/fba","Finansinės būklės ataskaita","Lietuvos Respublikos valstybinis patentų biuras","c4eeac9e58e24cbc836b91ef8dc98f918c86d970b89cbd0506550b9ddeafe1d8"
"1163","datasets/gov/vmi/pvm_deklaracijos","PVM deklaracijų duomenys","Valstybinė mokesčių inspekcija prie Finansų ministerijos","d47946ee6a38ef7f4fbe39241e5ee41b48a28a7e994103b4a6bbe6984cd5c30c"
"1855","datasets/gov/eimin/paramaturizmui","Valstybės pagalba turizmo sektoriaus atstovams","Lietuvos Respublikos ekonomikos ir inovacijų ministerija","ed8100662f66b162fff2d95ca4b78ebe5a610fa13a8bd39bfe87be2f37950adf"
"1623","datasets/gov/vaspvt/licencijos","Sveikatos priežiūros įstaigų licencijų duomenys","Valstybinė akreditavimo sveikatos priežiūros veiklai tarnyba prie Sveikatos apsaugos ministerijos","8d9c30c6bb1ffee51fb815cab2efabc329c051955583678fffed0b4eb6c25c34"
"586","datasets/gov/avnt/imoniu_bankrotas","Įmonių bankroto procesų sąrašas","Audito, apskaitos, turto vertinimo ir nemokumo valdymo tarnyba prie Lietuvos Respublikos finansų ministerijos","166bebe4b9d9f30c6308349e6a0a9025b27be1f76c973dd80aaa36409522a51d"
"1979","datasets/gov/avnt/imoniu_bankrotas","Įmonių bankroto ataskaitų duomenys","Audito, apskaitos, turto vertinimo ir nemokumo valdymo tarnyba prie Lietuvos Respublikos finansų ministerijos","166bebe4b9d9f30c6308349e6a0a9025b27be1f76c973dd80aaa36409522a51d"
"1185","datasets/gov/vmi/nt","Nekilnojamo turto mokesčio duomenys","Valstybinė mokesčių inspekcija prie Finansų ministerijos","bfc55c92366902f2a8408bab7e292673f81f322a7fe02ac537d66593472e4191"
"1931","datasets/gov/vilnius/adresai","Vilniaus miesto adresų duomenų rinkinys","Vilniaus miesto savivaldybės administracija","46e9712659507bf495fc2cc9867c6e6399ff70d59ef00c658259840ce57c1f87"
"1528","datasets/gov/vrk","Rinkimų apylinkės ir apygardos","Lietuvos Respublikos Vyriausioji rinkimų komisija","8356a6a05150a7a6cfee8cb96602be0801016df2ff0be1c636116761ebebf981"
"1743","datasets/gov/eimin/pagalbauzsienioinvestuotojams","Valstybės pagalba užsienio investuotojams","Lietuvos Respublikos ekonomikos ir inovacijų ministerija","2ac3f297fb4de5d85333009b150c8302ba3d0845805c7721fdbe3521aef5f23a"
"1175","datasets/gov/vmi/prekiu_paslaugu_es_pvm","Prekių tiekimo ir paslaugų teikimo kitų ES šalių PVM mokėtojams vertės","Valstybinė mokesčių inspekcija prie Finansų ministerijos","95fa3ebbeb7e59ab97f59423d75b01be4f5e7d036629840c75519fa9b3248e4b"
"1259","datasets/gov/vlk/tlk10am","Ligų sąrašas (TLK-10-AM)","Valstybinė ligonių kasa prie Sveikatos apsaugos ministerijos","2170192474ec2093a0f686e2e90c752a484fac13ba69074f518de4a94ffc4a5a"
"1913","datasets/gov/vmi/verslo_liudijimai","Fizinių asmenų, vykdančių veiklą pagal verslo liudijimą, duomenys","Valstybinė mokesčių inspekcija prie Finansų ministerijos","9b0af7c4bc5b7f8a3714101c9223a10c9afd9587d4a3c15cdae292bf6046aabf"
"2025","datasets/gov/lsd/demografija/med_mirties_liudijimai","Mirčių skaičius pagal skaitmeninius medicininius mirties liudijimus","Valstybės duomenų agentūra","6ab9cc36aaad9fe2c2fdb4c210b4c28ec111824517ee7b9ff6b17981b8de9e63"
"2026","datasets/gov/lsd/mirciu_priezastys","Mirties priežastys pagal skaitmeninius medicininius mirties liudijimus","Valstybės duomenų agentūra","de7ec8e742d775cfe5ec2b5cb143f862e170e36ccf18a6c737e59e3009fa47d0"
"1763","datasets/gov/bpc/pagalbos_skambuciai","Bendrojo pagalbos centro (BPC) gauti pranešimai numeriu 112","Bendrasis pagalbos centras","72f534a741b6cc0240ad33be368cedf3b09e1ca7d63f5bb6b72a63d7371fa508"
"1125","datasets/gov/vmi/zemes_mokestis","Žemės mokestis","Valstybinė mokesčių inspekcija prie Finansų ministerijos","de24bccdc1e504784415a57a82b41bf54eab5e88a79777cc39ac2f101188f75d"
"678","datasets/gov/lsd/gyventoju_uzimtumas","Gyventojų užimtumo statistinio tyrimo duomenys","Valstybės duomenų agentūra","3f89816ee6d72e4134227b4865b690d08d2e92b1e7bfdbea23fbf3fe634e1d94"
"803","datasets/gov/lsd/it_naudojimas_namu_ukiuose","Informacinių technologijų naudojimo namų ūkiuose statistinio tyrimo duomenys","Valstybės duomenų agentūra","f5ca5ce3d78249cbb566516271912881155985637589d092a762049ac82ce2a1"
"1790","datasets/gov/aaa/juros_mariu_monitoringas","Kuršių marių ir Baltijos jūros valstybinio monitoringo duomenys","Aplinkos apsaugos agentūra","74cddfe964fd36a99f4767e5de6a788b1185a29ffa169beca2214140193b2dd3"
"1791","datasets/gov/aaa/juros_mariu_bukle","Kuršių marių ir Baltijos jūros būklės duomenys","Aplinkos apsaugos agentūra","0a471241ea5ae59794b3cc0acb5ce869f09c419b139e72cfc3b0a199eaf536f8"
"799","datasets/gov/lsd/pajamu_ir_gyvenimo_salygos","Pajamų ir gyvenimo sąlygų statistinio tyrimo duomenys","Valstybės duomenų agentūra","0675d0b9e3634b7d435e5e74c2cb74efd5761f7e797421353e7393b219ca90a7"
"761","datasets/gov/urm/vbpdp","Lietuvos vystomojo bendradarbiavimo svetainės (https://orangeprojects.lt) duomenys","Lietuvos Respublikos užsienio reikalų ministerija","2b32fd8a84a5edcd1830cbb8156c6dca23befd282eba26e6f10fc52d664de114"
"1046","datasets/gov/urm/vr","Užsienio reikalų ministerijos Konsulinio departamento konsulinės informacijos keliaujantiems ir gyvenantiems užsienyje tinklapio www.keliauk.urm.lt duomenys","Lietuvos Respublikos užsienio reikalų ministerija","4fcf1971b8a1ae8f9a94f19d65b43b64e5b61091ae4a4c8793b19da7253db4ad"
"1856","datasets/gov/urm/vmdu","Lietuvos Respublikos užsienio reikalų ministerijos darbuotojų vidutinio mėnesinio darbo užmokesčio duomenys","Lietuvos Respublikos užsienio reikalų ministerija","6b7f5f83581db539db14e171fce04cc73af114b6e85562f42a80abace8a6f864"
"1511","datasets/gov/vsdfv/pensijos","Socialinio draudimo pensijos","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","8c547b424fbec60a6d1ce41b5fffd160d79b3c5c395b484da9dbb747a6f0ed2c"
"1512","datasets/gov/vsdfv/nedarbo_ismokos","Nedarbo socialinio draudimo išmokos","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","b4ae88388abe4fb94dc6ce5e6c810d57b4b9093ad0ac03ddd9871352a99c3c6c"
"1513","datasets/gov/vsdfv/nelaimingi_atsitikimai","Nelaimingų atsitikimų darbe ir profesinių ligų socialinio draudimo išmokos","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","1462d84afd113d0e7dfc73d93ecb767d5222c61ab84830766c2d0a21c827ed31"
"1514","datasets/gov/vsdfv/pasalpos","Ligos ir motinystės socialinio draudimo išmokos","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","b3db36db5bd99e82726ade7f27e2b6c2ea65ec58322ecec4c980d60f424df37c"
"1515","datasets/gov/vsdfv/sdi","Socialinio draudimo įmokos","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","ddc938ff2027ac838f262b2d351500d94f3b4201f5c359799918c58783ed876b"
"1516","datasets/gov/vsdfv/apdraustieji","Apdraustieji","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","8ff38b17f8c5d02eb15b22a3fd33d5f52dfbc0e08a2228b6ecf7577063e92909"
"1680","datasets/gov/vsdfv/pkdalyviai","Pensijų kaupimo sutarčių (dalyvių) duomenys","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","57057af247eb876084b6a4897922e11a1602a65adcf8360f12cd14c738ce1aac"
"1681","datasets/gov/vsdfv/pkismokos","Pensijų išmokų, mokamų pagal Pensijų kaupimo įstatymą, duomenys","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","c4238bdb84f78684e050cef084277aa70fb4f6d37c352c32865b7c565b0d9488"
"1682","datasets/gov/vsdfv/pkbendroves","Pensijų kaupimo bendrovės ir pensijų fondai","Valstybinio socialinio draudimo fondo valdyba prie Socialinės apsaugos ir darbo ministerijos","bcb88e80bae74b4d0444ef13f5060b811d851dac66d7b3d0a7a1e25270552ba7"
"1245","datasets/gov/lakd/aplinkosauga","Aplinkosauginių priemonių duomenys","Lietuvos automobilių kelių direkcija","cd5f041c517d0cce3877e7a1659b58be18344087d1cc3a79e8c4cefaf34ed5b1"
"1340","datasets/gov/lgt/apibendrinta_naudinguju_iskasenu_gavyba","Apibendrinti Žemės gelmių išteklių likučiai pagal Žemės gelmių išteklių rūšis","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","7e70dcbd72b3ed3dfdc6e2067f25fdbe0e520acace3d86675a2ed5f9c728faf1"
"1329","datasets/gov/lgt/apibendrinti_pzv_gavybos_duomenys","Apibendrinti naudingųjų iškasenų ir požeminio vandens gavybos duomenys","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","0c42ffb6c7f952661723134472c032987d90aa98927ccf9cc7d75dcf69fc25dd"
"1912","datasets/gov/vmi/veiklos","Fizinių asmenų, vykdančių individualią veiklą pagal pažymą, duomenys","Valstybinė mokesčių inspekcija prie Finansų ministerijos","4cb5b0bd8a2750f90c465433b29def0097988b5787bcd0ec3a7366fb840a9c39"
"1411","datasets/gov/kvjud/lu","Laivų apsilankymų uoste informacija","VĮ Klaipėdos valstybinio jūrų uosto direkcija","228b7f1e6648a664a5f97c807243fca291aa75594450dc205390cb9d7539d40e"
"2043","datasets/gov/lgt/apibendrinti_pzv_gavybos_duomenys","Apibendrinti naudingųjų iškasenų ir požeminio vandens gavybos duomenys","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","b009fda52cb490438dbe4a2e7e6529bb52552f1dc4447703610589ee4693fdff"
"1339","datasets/gov/lgt/vlm_vidutiniu_menesiniu_lygiu_duomenys","Valstybinio požeminio vandens monitoringo vidutinių mėnesinių vandens lygių duomenys","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","f3b82fd712c4db74e44c5fba4c3df85e2c513917645cf5b2d41db2dc874024d9"
"1338","datasets/gov/lgt/valstybinio_pozeminio_vlm_duomenys","Valstybinio požeminio vandens monitoringo lygio matavimų duomenys","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","677927f40828d68479871dc10635681eed16cc1140efee6283ac433dcd74a387"
"1324","datasets/gov/lgt/geologiniai_reiskiniai_ir_procesai","Geologiniai reiškiniai ir procesai","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","e713e29bfe65e55aac1db533ec9b85d48d3357e1ad766ce5f6849aaf8b2d514d"
"1325","datasets/gov/lgt/geologiniu_tyrimu_ataskaitu_katalogas","Geologinių tyrimų ataskaitų katalogas","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","211d4adc3efd3442a7454cfa11e137863029898b7d2c1b1e89a6c16315c621c1"
"1326","datasets/gov/lgt/geotopu_sarasas","Geotopų sąrašas (katalogas)","Lietuvos geologijos tarnyba prie Aplinkos ministerijos","15e72f1d72d42429f45ed27e088752145ec090cd4f58a1f3806e9c130cd1b751"
